MRA_term,Modified_term,State
Argininosuccinate lyase deficiency,acginpnosoccinate lase dficienyc,NO return
Argininosuccinate lyase deficiency,argpininospucinate lyasme deficiscy,NO return
Argininosuccinate lyase deficiency,ragininsuccintae layse deficienyo,NO return
Subconjunctival injection procedure,subconpujnbtival njectibon rocdure,NO return
Subconjunctival injection procedure,subcgojunctiva ijecetion rpocedurem,NO return
Subconjunctival injection procedure,spbconjunctil inejctivn procduer,NO return
Subconjunctival injection procedure,subconjyuncgtivag iwjectiont pcroedure,NO return
Subconjunctival injection procedure,wsbucojnunctival injcectino procedvrxe,NO return
Anti-infective therapy,fanti inenfctive therpy,NO return
ECG signs of myocardial ischaemia,eg isgns of myorcdial sichaemila,NO return
Antiphospholipid antibodies,alitphospholipifd natibofdies,NO return
Antiphospholipid antibodies,antiphosphoiliud antiobvdies,NO return
Antiphospholipid antibodies,ntiphosphoiqid xantqbodies,NO return
Antiphospholipid antibodies,agiphosphllipid anilodies,NO return
Antiphospholipid antibodies,antiphzqspholpiid agntigodies,NO return
Antiphospholipid antibodies negative,natihspholipid natibodieu neative,NO return
Antiphospholipid antibodies negative,atiphospholipatd natibodsies negativep,NO return
Antiphospholipid antibodies negative,ntiphospoolipip avtibodise nwegative,NO return
Antiphospholipid antibodies negative,tntiiphosphdlipid aktiboies negxative,NO return
Antiphospholipid antibodies negative,ntiphospholpilid antibdoles negqative,NO return
Bronchioloalveolar carcinoma,bronchcololvolar cacrioma,NO return
Bronchioloalveolar carcinoma,bronioloalveolr arinoma,NO return
Bronchioloalveolar carcinoma,bronchioloalvueularm carinfma,NO return
Bronchioloalveolar carcinoma,brdnchiowkloalveolar acrcmnoma,NO return
Bronchioloalveolar carcinoma,mronchifloalvekolar carccinom,NO return
Retroperitoneal haematoma,rteropeitooneal hzaeqmatoma,NO return
Retroperitoneal haematoma,retropericonlea haemauma,NO return
Retroperitoneal haematoma,retrypedritonial ahematomy,NO return
Retroperitoneal haematoma,ertropeationeal heamtoma,NO return
Retroperitoneal haematoma,retropertnogeal ahematoam,NO return
Mediastinal biopsy abnormal,medsitinal bpopsy aqnormal,NO return
Dermatologic examination abnormal,demtratologic examilnytion amnormal,NO return
Biopsy diaphragm normal,biovpsy diarpagm nrmal,NO return
Dermatologic examination normal,deramtologin eayxmination noral,NO return
Hyaluronic acid abnormal,hyaunlronic acnid abnomral,NO return
Haemangioma-thrombocytopenia syndrome,haemangomt tromtocptopenia syndrom,NO return
Haemangioma-thrombocytopenia syndrome,qhaemangioam thromboytopsnai syndrohme,NO return
Haemangioma-thrombocytopenia syndrome,haemanngiomba thdomzoytopenia sydrome,NO return
Haemangioma-thrombocytopenia syndrome,hfaemangima thromjoyctoenia syndromp,NO return
Haemangioma-thrombocytopenia syndrome,ahemangiola thrombcytoxpenai spndrome,NO return
Tongue carcinoma stage 0,otngue carcnzioma stge 0,NO return
Tongue carcinoma stage IV,tnogue cairnoma satge iv,NO return
Neurocysticercosis,nruroicysicercosis,NO return
Neurocysticercosis,njuerrcysticercosis,NO return
Neurocysticercosis,neurocytscercosi,NO return
Neurocysticercosis,neuorcsticurcosis,NO return
Neurocysticercosis,neuraocytsicercpsis,NO return
Hoffmann's sign,hoffman' jsign,NO return
Artificial crown procedure,artifpial crhwn opcedure,NO return
Arthroscopic surgery,arthroscptoic surgey,NO return
Erythroblast count abnormal,ertuyhroblast coutn aqnormal,NO return
Hyperprolinaemia,hyprprodilnaemia,NO return
Hyperprolinaemia,hyperpkolizaemi,NO return
Hyperprolinaemia,hysemrprolinaepia,NO return
Hyperprolinaemia,hypeprrolniaemha,NO return
Hyperprolinaemia,hysprepurolinaemia,NO return
Hyperthrombinaemia,hperthrombilnademia,NO return
Hyperthrombinaemia,hyprnethrombisaemia,NO return
Hyperthrombinaemia,hyeprthrombinaemloia,NO return
Hyperthrombinaemia,hyetrhrombinamia,NO return
Hyperthrombinaemia,hypertrhombiauemia,NO return
Hypothrombinaemia,hypthwronmbinaemia,NO return
Hypothrombinaemia,ypothromibnamia,NO return
Hypothrombinaemia,hypotrhomcinwaemia,NO return
Hypothrombinaemia,hypthhrobinaemia,NO return
Hypothrombinaemia,hyspothrohbinaemai,NO return
Hypothromboplastinaemia,hypthrobmoplastinkaemnia,NO return
Hypothromboplastinaemia,hypothrombopsatpinaiemia,NO return
Hypothromboplastinaemia,qypothropmboplatinaemio,NO return
Hypothromboplastinaemia,hdpothromobplastinaetmixa,NO return
Hypothromboplastinaemia,htypothromboplastieaia,NO return
Pulmonary hilum mass,pmuonary huilum msas,NO return
Pyruvate kinase increased,pyruvatez kiase incarsed,NO return
Urine calcium/creatinine ratio increased,murine caluium rceatiniane ratia incrseed,NO return
5-hydroxyindolacetic acid increased,5 hydrioxyindlaceti aid increpsjed,NO return
5-hydroxyindolacetic acid increased,5 ydroxyndolaletic acie inctesed,NO return
5-hydroxyindolacetic acid increased,5 hydroxyindolncecticb acd inrceaied,NO return
5-hydroxyindolacetic acid increased,5 hdyrxyndolacetic hcid increaegd,NO return
5-hydroxyindolacetic acid increased,5 hydroxiyxndolacertic caid idncreaed,NO return
Pyruvate kinase decreased,pyruvated kcinase decreead,NO return
5-hydroxyindolacetic acid in urine decreased,5 hydrxoiyndozlacetic ackd in rine decresde,NO return
5-hydroxyindolacetic acid in urine decreased,5 hyroxynidolkacetic aci in uribne dfcreasqd,NO return
5-hydroxyindolacetic acid in urine decreased,5 rhydroxyindolccestic aid in gurine decreas,NO return
5-hydroxyindolacetic acid in urine decreased,5 hvdgroxynidolacetic acdi in uurine decrcase,NO return
5-hydroxyindolacetic acid in urine decreased,5 hydroxyixndolaceit acib in uyine dpcerased,NO return
5-hydroxyindolacetic acid decreased,5 hydroxyindolacqktci aciz decreafeg,NO return
5-hydroxyindolacetic acid decreased,5 hydroxintdlacetic macid decarsed,NO return
5-hydroxyindolacetic acid decreased,5 hyrdoxyidolaceoic zcid decrasqd,NO return
5-hydroxyindolacetic acid decreased,5 hyrdoxyaidolacetic aacid decnredsed,NO return
5-hydroxyindolacetic acid decreased,5 ehyudroxyindowlacetic acide dcerease,NO return
Anterior chamber crystallisation,anterioa chpmber crstallisatidno,NO return
Anterior chamber crystallisation,anerior chramber crysjtallisaitoy,NO return
Anterior chamber crystallisation,anterio cahmber cystabllssation,NO return
Anterior chamber crystallisation,antemrior cahmber pcryctallisatiof,NO return
Anterior chamber crystallisation,anteiror chamcer crysehallvisation,NO return
Cytomegalovirus infection reactivation,cytcmegalorus infecmon rectivatione,NO return
Cytomegalovirus infection reactivation,cytomecngalovrius nifectin reactivatoih,NO return
Cytomegalovirus infection reactivation,cyotmegallviruq snfgction eactivatoin,NO return
Cytomegalovirus infection reactivation,ctytrmengalovirus inction recativatino,NO return
Cytomegalovirus infection reactivation,pcytomeglaovfrus infeictoin ieatcivation,NO return
Application site photosensitivity reaction,aplpickation iste photsensitivil reactinn,NO return
Application site photosensitivity reaction,apzplicatipn stie photoesnitivdty reactiom,NO return
Application site photosensitivity reaction,applzation sitea phhotoseqnsiuivity reactioqn,NO return
Application site photosensitivity reaction,aplpicaion ite phowoscnsitividty redction,NO return
Application site photosensitivity reaction,applicatbn sit hpotosemnsitivtiy recation,NO return
Monoblast count decreased,mooblsat countr ehdcreased,NO return
Meningitis neonatal,mnoeingitis neonatla,NO return
Mitochondrial encephalomyopathy,mitochindrila enecphalomypatfy,NO return
Mitochondrial encephalomyopathy,mtochondriax encepahloyopatyh,NO return
Mitochondrial encephalomyopathy,mtiochndrial enkphalomyopaythy,NO return
Mitochondrial encephalomyopathy,itochondiral eucephalomyopthmy,NO return
Mitochondrial encephalomyopathy,mitohcndrial encephammyoppathy,NO return
Abdominal compartment syndrome,abmdinal compairtmnet syndroem,NO return
Eyelash thickening,eeylash thiceskning,NO return
Hyperalbuminaemia,hypesralbmuniaemia,NO return
Hyperalbuminaemia,lhypweralbuminaeia,NO return
Hyperalbuminaemia,hypearlbmunaemia,NO return
Hyperalbuminaemia,htperalbmiaemia,NO return
Hyperalbuminaemia,hyperlbuimnemia,NO return
Cerebrovascular insufficiency,cerjebrovabscuglar iinsufficgency,NO return
Cerebrovascular insufficiency,cerermovasular insufficieyc,NO return
Cerebrovascular insufficiency,ceresbrovascul iscufficiency,NO return
Cerebrovascular insufficiency,cerebrovacua insufifcisncy,NO return
Cerebrovascular insufficiency,cerebrlvovaslular insuficiecy,NO return
Cytomegalovirus viraemia,cyorgalovirus viraemiag,NO return
Cytomegalovirus viraemia,cyrtomeganlovrus vriaemia,NO return
Cytomegalovirus viraemia,fytomealoviru vireamia,NO return
Cytomegalovirus viraemia,cythomcgalosirus viraeima,NO return
Cytomegalovirus viraemia,cyteogalovirvs viraemai,NO return
Enterobacter bacteraemia,enderobaciter bacteraemabi,NO return
Pseudomonal bacteraemia,pseudmohnal bchateraemia,NO return
"2',5'-oligoadenylate synthetase test decreased",2 5 oligajdenylate syntheste tst decreane,NO return
Extradural neoplasm,extraduafrl neoplams,NO return
Pseudallescheria sepsis,pdexdjllescheria sepsi,NO return
Pseudallescheria sepsis,pseudalaleschfera supsis,NO return
Pseudallescheria sepsis,pseudallecera sepsjs,NO return
Pseudallescheria sepsis,psewudallkescherpa sespis,NO return
Pseudallescheria sepsis,pseuddauiescheria iepsis,NO return
Acute haemorrhagic leukoencephalitis,acte hameorrhaglic leuoencphaltiis,NO return
Acute haemorrhagic leukoencephalitis,acutew haemorvhagci lukkoencephaelitis,NO return
Acute haemorrhagic leukoencephalitis,actue haemorragi leukoencvephlitsi,NO return
Acute haemorrhagic leukoencephalitis,oacute haemrorhagc lekuoeneephaiitis,NO return
Acute haemorrhagic leukoencephalitis,acut haemorhaic leukoenephalingis,NO return
Glutathione test,glutaitone tvst,NO return
Gastrointestinal toxicity,gatsorintestinmal teoxicity,NO return
Gastrointestinal toxicity,gafstroingestnal txoicity,NO return
Gastrointestinal toxicity,gsatroinzesinal ltoxicity,NO return
Gastrointestinal toxicity,gastrinetstnal toxcity,NO return
Gastrointestinal toxicity,gaslxointestisnal toicity,NO return
Gastrointestinal ischaemia,gxstorointeswtinal kschaemi,NO return
Gastrointestinal ischaemia,gatolrintestinal ishcaemai,NO return
Gastrointestinal ischaemia,glstrozitestinal iaschraemia,NO return
Gastrointestinal ischaemia,strointesinal abischaemia,NO return
Gastrointestinal ischaemia,gasterionestinal ishchemia,NO return
Cerebral vasoconstriction,ceebral qasoconsptrictigon,NO return
Cerebral vasoconstriction,eerebral vaosocnstrictior,NO return
Cerebral vasoconstriction,cerebra nvasoconstcition,NO return
Cerebral vasoconstriction,cermebral avsoconstlricqtion,NO return
Cerebral vasoconstriction,cerejbral vaosconstricgino,NO return
Cerebrosclerosis,rcerebroscelrosi,NO return
Cerebrosclerosis,creebrosclezsis,NO return
Cerebrosclerosis,cerebrfwscleosis,NO return
Cerebrosclerosis,crejebroscelrosis,NO return
Cerebrosclerosis,kcerebrosclrsois,NO return
Oxygen consumption,oxygcen consumptni,NO return
Oxygen consumption increased,oxymgen csoumption increasmzed,NO return
Familial hypertriglyceridaemia,ufamilial hyiertrilyridaemia,NO return
Familial hypertriglyceridaemia,familail hypwrtriglcyridaeima,NO return
Familial hypertriglyceridaemia,familiaol uhertriglyfceridaemia,NO return
Familial hypertriglyceridaemia,fmilial hypertrioglaceriwaeia,NO return
Familial hypertriglyceridaemia,familal hypertiglceriaema,NO return
Transmyocardial revascularisation,tranmyogaordial rvaculairsation,NO return
Transmyocardial revascularisation,transmyaocrdital reavscuelarisaiton,NO return
Transmyocardial revascularisation,qtransmjcardial revasclaristixn,NO return
Transmyocardial revascularisation,transmyoacrdjila jevasculariatioan,NO return
Transmyocardial revascularisation,tarnsoycardial revascgldrisationn,NO return
Auriculotemporal syndrome,auuriculotemcroal syndromc,NO return
Auriculotemporal syndrome,atuciculotemporavl srndrome,NO return
Auriculotemporal syndrome,auriculotbejmlporal synkdrome,NO return
Auriculotemporal syndrome,uaricuqotemporjl synrome,NO return
Auriculotemporal syndrome,aurcculntemporkl syndroeme,NO return
Gastrointestinal amyloidosis,gyastrointestinvla amyloidioss,NO return
Gastrointestinal amyloidosis,fagstrointestianl amyloilsis,NO return
Gastrointestinal amyloidosis,gastdroinvevstinal amyloewosis,NO return
Gastrointestinal amyloidosis,gstrointestiul amyloikossi,NO return
Gastrointestinal amyloidosis,gaterointstinal wamyloideosis,NO return
Testicular dysplasia,testicurl dyselasifa,NO return
Phacotrabeculectomy,pacotraabeculectjomy,NO return
Phacotrabeculectomy,hacotrabecuqlectjmy,NO return
Phacotrabeculectomy,pahcotrabeclectom,NO return
Phacotrabeculectomy,ppacotrabeculecty,NO return
Phacotrabeculectomy,phacotraieculrecctomy,NO return
Protein-losing gastroenteropathy,projtein losicng gastroentalropxathy,NO return
Protein-losing gastroenteropathy,pqrotein lqosing gastrenteropayh,NO return
Protein-losing gastroenteropathy,rotein loxing gastroenwepropathyd,NO return
Protein-losing gastroenteropathy,proteni lostng gstroeteropahy,NO return
Protein-losing gastroenteropathy,protezin lsing gastxoentegopaty,NO return
Vaginoperineoplasty,aginoperinegoplaty,NO return
Vaginoperineoplasty,vaggnoerneoplasty,NO return
Vaginoperineoplasty,vagionpreienoplasty,NO return
Vaginoperineoplasty,vaglinopevrineoplafsty,NO return
Vaginoperineoplasty,vaginperinejplasyt,NO return
Lymphocele marsupialisation,lmphocle marsupialisatcnnn,NO return
Lymphocele marsupialisation,lymlphocelde marsupialtsiatino,NO return
Lymphocele marsupialisation,ylmpkocele marsufpialrisathion,NO return
Lymphocele marsupialisation,lymphohelle ymzarcupialisation,NO return
Lymphocele marsupialisation,ylbphocele marlupiealzisation,NO return
Pleuropericarditis,spleuropericuardiis,NO return
Pleuropericarditis,pleuroperitaydifis,NO return
Pleuropericarditis,pleuroperioraoditis,NO return
Pleuropericarditis,pleuropeircartiis,NO return
Pleuropericarditis,upleuropermcadritis,NO return
Small intestine carcinoma stage II,smalj intetmsine eacrcinoma rtage ii,NO return
Removal of foreign body from gastrointestinal tract,removaln of foreisn obdy rom gatorintestnal tarct,NO return
Removal of foreign body from gastrointestinal tract,vremoval of forein bdoy froj gastrointetsinacp trct,NO return
Removal of foreign body from gastrointestinal tract,remdoval of foreige obdy froq gatstronitestinla rtact,NO return
Removal of foreign body from gastrointestinal tract,rmoval of freign bodu fom gastrodtneltinal tjract,NO return
Removal of foreign body from gastrointestinal tract,remoavl of foreisgn btody fro gastzrontstinal trcat,NO return
Faecaluria,faecaluiyra,NO return
Chemocauterisation,chmocauterwisaion,NO return
Chemocauterisation,chemcauetrisatgon,NO return
Chemocauterisation,hemtocauterisataion,NO return
Chemocauterisation,chemocamteisatidon,NO return
Chemocauterisation,chemocauetrisatzcon,NO return
Candida endophthalmitis,canida endoeehthalmqitis,NO return
Candida endophthalmitis,acndida ensophmhalmitvis,NO return
Candida endophthalmitis,cndida nedopthxthalmitis,NO return
Candida endophthalmitis,candiad edophthlamiis,NO return
Candida endophthalmitis,cangdida ndophthamits,NO return
Basophil percentage,basozphil percngetage,NO return
Myeloblast percentage,ymelobalst perceange,NO return
Postpericardiotomy syndrome,opstperircerdiotomy syndromve,NO return
Postpericardiotomy syndrome,ptspreicardiotomy pyndrome,NO return
Postpericardiotomy syndrome,postpnrcigrdiotomy syndroe,NO return
Postpericardiotomy syndrome,posdepricrrdiotomy syndromh,NO return
Postpericardiotomy syndrome,posptedricradiotomy ssyndrome,NO return
Small cell lung cancer metastatic,smll aell lugn cacner metsuatatic,NO return
Hepatitis D RNA,hepiatis d rnau,NO return
Alpha globulin increased,alha glboulin increaezsd,NO return
Blood alkaline phosphatase increased,blpood alkalien vphosphatse incrseed,NO return
Osteochondroma,toeochondroma,NO return
Pseudomeningocele,pseudomenoinoecle,NO return
Pseudomeningocele,pseuydomenianogcele,NO return
Pseudomeningocele,pseudoemnjitgocele,NO return
Pseudomeningocele,pseudoenmitgocele,NO return
Pseudomeningocele,psfudomningoocele,NO return
Plasminogen activator inhibitor decreased,plasmingoun activart inhiaiotr deecrased,NO return
Penile squamous cell carcinoma,pencle sqjuamous cellf ccainoma,NO return
Drug clearance increased,drugw tlearlnce inrzceased,NO return
Immunohistochemistry,imunohistmochemisqry,NO return
Immunohistochemistry,immunohisnxtocheimstry,NO return
