MRA_term,Modified_term,State
Peritonitis bacterial,pretontiis bafterfial,NO return
Peritonitis bacterial,peritictis bacteryia,NO return
Peritonitis bacterial,epritniis lbactreial,NO return
Peritonitis bacterial,feriotlnitis caterial,NO return
pH body fluid increased,ph bdy flui irneased,NO return
Photon radiation therapy,hptoon rjdiatino thepry,NO return
Physical examination abnormal,pcsyical dexamgiation ianormal,NO return
Physical examination abnormal,physiscl exqminatjiol aboraml,NO return
Physical examination abnormal,phgsiacl exbmainatiov abhorxal,NO return
Physical examination abnormal,phvsial eaximnatfon abntorimal,NO return
Physical examination abnormal,phyiscavl ebamniaytion abndoral,NO return
Physical examination normal,phyiccal examirnatzgon norfmtal,NO return
Physical examination normal,pysicl exaznitaion nrmalq,NO return
Physical examination normal,uphyical examintaii nnrrmal,NO return
Physical examination normal,ohypsical eaixnation naoyrmal,NO return
Physical examination normal,phisicl xeamntaion nonmla,NO return
Pigmentation disorder,peigmntaion disordxker,NO return
Pigmentation disorder,pggmentaytiyon disordecpr,NO return
Pigmentation disorder,pigmanetatfon disrde,NO return
Pigmentation disorder,pimentatno disrdexr,NO return
Pigmentation disorder,pimmentaoino idisordlr,NO return
Platelet adhesiveness abnormal,patelte adhesieney banordmal,NO return
Platelet adhesiveness abnormal,tletelet adhhesiveuessf hanormal,NO return
Platelet adhesiveness abnormal,ladelet ahdecsivenss banosrmal,NO return
Platelet adhesiveness abnormal,rplatelte adhesihvegnss zabnolmal,NO return
Platelet adhesiveness abnormal,iltelet adhesibebsss banormgl,NO return
Platelet aggregation normal,latelt agegaton nofmajl,NO return
Platelet aggregation normal,platluet aggrrneation nojraml,NO return
Platelet aggregation normal,plaele aggrgatoid noymel,NO return
Platelet aggregation normal,patlet agrgaion nqocrmal,NO return
Platelet aggregation normal,puatelret aggreotmon onrml,NO return
Radiotherapy to blood,raidofperapy to lbood,NO return
Radiotherapy to blood,cradijtheray to blorod,NO return
Radiotherapy to blood,bradiohteraspy to blod,NO return
Radiotherapy to blood,ralitheray to wblood,NO return
Radiotherapy to blood,xmradiohterapy to lbood,NO return
Radiotherapy to bone,addioherapy to bsne,NO return
Radiotherapy to bone,radiothrwfapy to bole,NO return
Radiotherapy to bone,ajiothehrapy to bne,NO return
Radiotherapy to bone,rdaitoheraps to kone,NO return
Radiotherapy to bone,adiothreap to bine,NO return
Radiotherapy to breast,radicthrspy to east,NO return
Radiotherapy to breast,raidotehapy to hbreasn,NO return
Radiotherapy to breast,adiotherafyg to brhst,NO return
Radiotherapy to breast,adoithnrapy to rbeas,NO return
Radiotherapy to breast,raahiothearpy to breans,NO return
Radiotherapy to ear,rsadiothercy to era,NO return
Radiotherapy to ear,arddotherpay to evar,NO return
Radiotherapy to ear,raodioehrapy to aer,NO return
Radiotherapy to ear,radikhterakpy to era,NO return
Radiotherapy to ear,ryidothearpy to dear,NO return
Radiotherapy to gastrointestinal tract,raidioohreapy to gsasrtointesnial trac,NO return
Radiotherapy to gastrointestinal tract,raidothebapz to agsgtqoijntestinal hract,NO return
Radiotherapy to gastrointestinal tract,radidotherqap to gatnonyestinal teract,NO return
Radiotherapy to gastrointestinal tract,adiodheray to gastrvonnestital tratc,NO return
Radiotherapy to gastrointestinal tract,raoitoherpay to gasrtointtesinval trat,NO return
Radiotherapy to liver,radowtehrapy to livre,NO return
Radiotherapy to liver,rdbtherapy to lhiver,NO return
Radiotherapy to liver,raodtheray to lvier,NO return
Radiotherapy to liver,radiozrheapy to livwr,NO return
Radiotherapy to liver,rgadiothearyp to iver,NO return
Radiotherapy to nose,rdiouherayp to nos,NO return
Radiotherapy to nose,ariotheracpy to noe,NO return
Radiotherapy to nose,radiuoterayp to nooe,NO return
Radiotherapy to nose,radiaoehrapy to nogse,NO return
Radiotherapy to nose,rdiotsherayp to nsoe,NO return
Radiotherapy to pancreas,rqdiiterapy to pacnheas,NO return
Radiotherapy to pancreas,radotherny to apnceas,NO return
Radiotherapy to pancreas,ardiodherayp to pnacras,NO return
Radiotherapy to pancreas,iradithwerapy to pmncres,NO return
Radiotherapy to pancreas,zuadkiotherapy to pancnrzas,NO return
Radiotherapy to soft tissue,radothyapy to sotf ticue,NO return
Radiotherapy to soft tissue,rariokterapy to sofzt tisus,NO return
Radiotherapy to soft tissue,rduoherapy to sof tiskseu,NO return
Radiotherapy to soft tissue,ardiothepray to foft qisuse,NO return
Radiotherapy to soft tissue,aidotehrapy to sot tlssu,NO return
Radiotherapy to thyroid,pardiotherapp to thyroita,NO return
Radiotherapy to thyroid,rdaiojheraxpy to thyrodr,NO return
Radiotherapy to thyroid,drioctherapy to hyroio,NO return
Radiotherapy to thyroid,rjadniohterapy to thyrog,NO return
Radiotherapy to thyroid,radiohtevroapy to thyrizd,NO return
Reduction of increased intracranial pressure,rdeuctioh of inreasen intracrnapalq presue,NO return
Reduction of increased intracranial pressure,reducdio of incyrease jntracrniat rpessre,NO return
Reduction of increased intracranial pressure,eductoin of dncreasedw nitracsarnial presusbe,NO return
Reduction of increased intracranial pressure,zredcution of inreadsed inracraiwal praessur,NO return
Reduction of increased intracranial pressure,reudctioh of inneased intracrnaeisl presusr,NO return
Respiratory gas exchange disorder,rspiartoyr fgas exchaeg tdisotrder,NO return
Respiratory gas exchange disorder,resirature gs exchahngd dysoredr,NO return
Respiratory gas exchange disorder,resipratrot tas xchanwge diszsorder,NO return
Respiratory gas exchange disorder,espsiraory gsa xecahnge disogdrer,NO return
Respiratory gas exchange disorder,resiargtory ghas exacnge diqordek,NO return
Respiratory tract infection viral,repsijaotry tratc infeecton vrial,NO return
Respiratory tract infection viral,rfespiratroyn tarct infeccon vral,NO return
Respiratory tract infection viral,rescpirhhtory trac ifectin vlral,NO return
Respiratory tract infection viral,tespyrptory trac inecftion viarl,NO return
Respiratory tract infection viral,ryesipratpry trfact inxfetion virnal,NO return
Reversible airways obstruction,eversble aiorays obrtsructwion,NO return
Reversible airways obstruction,eversiblx ariwaxys otblsturction,NO return
Reversible airways obstruction,revyrsiqble aiwasy otsructiorn,NO return
Reversible airways obstruction,rewvetrsible iarjays bhsturction,NO return
Reversible airways obstruction,treevrsible airwaybl obztvructbion,NO return
Sterilisation,streilismamion,NO return
Sterilisation,sterilisqotin,NO return
Sterilisation,sqcerixlisation,NO return
Sterilisation,stprhlisatmon,NO return
Sterilisation,steristaion,NO return
Streptobacillus infection,stetombaicllus winfetion,NO return
Streptobacillus infection,sreptiybacllus tinfecdion,NO return
Streptobacillus infection,tsreptonbacunllus nfefction,NO return
Streptobacillus infection,nsrteeptbacillus ncection,NO return
Streptobacillus infection,tsreptobcapqllus qinfewction,NO return
Sympathomimetic effect,symlpatomsemtic efpfetc,NO return
Sympathomimetic effect,oymdathomimtij fefech,NO return
Sympathomimetic effect,symaptomfmeic efeftc,NO return
Sympathomimetic effect,smbpatmomimetii efflcv,NO return
Sympathomimetic effect,symppqthomimtci teffezt,NO return
Testicular choriocarcinoma,tgestiular choiocarcuimoa,NO return
Testicular choriocarcinoma,testiuclaru choriocxarczinamoa,NO return
Testicular choriocarcinoma,tdsticualr kchoricoarcionam,NO return
Testicular choriocarcinoma,testcularz cxriocaracinma,NO return
Testicular choriocarcinoma,esticualr chjrwoparcinom,NO return
Thyroid malformation,thxdroid mlfojrmateion,NO return
Thyroid malformation,tyhrojd mylformattiont,NO return
Thyroid malformation,thyroiuyd malfmratio,NO return
Thyroid malformation,htyoid malforamtsiohn,NO return
Thyroid malformation,qhyroiy mawlnformatin,NO return
Thyroidectomy,thyoidectwoy,NO return
Thyroidectomy,thyroidcetemx,NO return
Thyroidectomy,thyrisectoymy,NO return
Thyroidectomy,butwhyroidectomy,NO return
Thyroidectomy,thloidwctomy,NO return
Tonsillar neoplasm,tnsillard neoplma,NO return
Somatostatin receptor scan abnormal,shomaostatij reechptor scna abomal,NO return
Somatostatin receptor scan abnormal,osmatosttaib recepqtr scna abormla,NO return
Somatostatin receptor scan abnormal,somatoraitn refjeptor gscan anbtrmal,NO return
Somatostatin receptor scan abnormal,sumatosattni recepotx scn anormtl,NO return
Somatostatin receptor scan abnormal,samtostatrin reecpto scn apbnomral,NO return
Somatostatin receptor scan normal,osmatosttian reecbtor sca omral,NO return
Somatostatin receptor scan normal,somtasotitin hweceptor san normbdl,NO return
Somatostatin receptor scan normal,soamtovstatie recetok sjcan formla,NO return
Somatostatin receptor scan normal,soqtaosatatin reczptorj scn yoral,NO return
Somatostatin receptor scan normal,tmoatosatin aeceptoru scak nromxal,NO return
Spleen scan abnormal,speln sacan abnorlm,NO return
Spleen scan abnormal,slexn csan abnoranml,NO return
Stomach scan normal,stonaach sqcan ovnrmal,NO return
Thyroid gland scan abnormal,htyrodi glnad scat abnormloa,NO return
Thyroid gland scan normal,hutyroid glandj sacn nrmval,NO return
Scan with contrast abnormal,dscan witzh coinutrast abnmoal,NO return
Scan with contrast normal,vscan wsith ofcntrast nlral,NO return
Semen liquefaction abnormal,sgmen liuefctoin aenrormal,NO return
Semen liquefaction abnormal,uemen ilquwfactio caznormal,NO return
Semen liquefaction abnormal,seen liulefactyon anbomal,NO return
Semen liquefaction abnormal,szmen lqiufation kzbnormal,NO return
Semen liquefaction abnormal,emen liquefazcuimon abnrmla,NO return
Sensorimotor disorder,ensorioor disodre,NO return
Sensorimotor disorder,sewsoimotrr dinsrorder,NO return
Sensorimotor disorder,sensqoriomor disorjdr,NO return
Sensorimotor disorder,enosrimotror dijrorder,NO return
Sensorimotor disorder,sensqaimtoor doisrder,NO return
Seronegative arthritis,esuoneeative aorthrits,NO return
Seronegative arthritis,serneagttve takrthritis,NO return
Seronegative arthritis,esronegaqeive arthritivp,NO return
Seronegative arthritis,serrengtive arhtritnis,NO return
Seronegative arthritis,erioneagtive arthrityz,NO return
Vascular access complication,vascugalr ccoss cmopdicatino,NO return
Vascular access complication,vucsular ccses complpicatirp,NO return
Vascular access complication,vauclar acyes comlpicviton,NO return
Vascular access complication,vascuora acses ompilcatiod,NO return
Vascular access complication,vanculra ccesp complfiuanion,NO return
Vascular bypass dysfunction,vascuhlra bpsas dysfvnyztion,NO return
Vascular bypass dysfunction,qsacular bsypjss dysfnctidbn,NO return
Vascular bypass dysfunction,vasulabr bysas dysfucntiwxon,NO return
Vascular bypass dysfunction,cvascula pbyass aydsfnuction,NO return
Vascular bypass dysfunction,yasuclar pass dyhunciton,NO return
Vascular skin disorder,vasclai ksin sdorder,NO return
Venoocclusive disease,euoocclusie disearlse,NO return
Venoocclusive disease,vqeoocclbusive dgwsease,NO return
Venoocclusive disease,tenooclcusiv gdilsease,NO return
Venoocclusive disease,zenoocuxclusive dimeare,NO return
Venoocclusive disease,evonocclusipe disaees,NO return
Venous pressure normal,venoyup epssure nomraj,NO return
Viral load increased,uviral lmoad cireased,NO return
Viral load increased,viarl lad inrsceased,NO return
Vitamin A normal,vitanm a onrml,NO return
Metabolic encephalopathy,matbolic gncephlopjthpy,NO return
Metabolic encephalopathy,meaboilc engcerhpalqpathy,NO return
Metabolic encephalopathy,metalbolc efngepahloptahy,NO return
Metabolic encephalopathy,methboligc eyncpehalopay,NO return
Metabolic encephalopathy,metalic ebcethaolpahy,NO return
Metanephrine urine abnormal,metnephrzinj ufrine aormal,NO return
Metanephrine urine abnormal,mteaephrtne rine abnnraml,NO return
Metanephrine urine abnormal,etazhephrine uine avnhrmal,NO return
Metanephrine urine abnormal,metkanephridb uirne ablrmal,NO return
Metanephrine urine abnormal,metanphlile zurine banomal,NO return
Metastases to gastrointestinal tract,metaases to gastrovzestnial tramct,NO return
Metastases to gastrointestinal tract,mktastasos to gljtriontestinrl trat,NO return
Metastases to gastrointestinal tract,metastatez to asgstronitestianl tcract,NO return
Metastases to gastrointestinal tract,mehasvases to gsatroointedatinal traclt,NO return
Metastases to gastrointestinal tract,metasdftases to gatscrxointzstinal toact,NO return
Microangiopathy,imcraongipath,NO return
Microangiopathy,mvcroanigopaehj,NO return
Microangiopathy,tidroanigopalthy,NO return
Microangiopathy,imcranogpathy,NO return
Microangiopathy,mircoangoophy,NO return
Mitogen stimulation test abnormal,imcogen istmulatiorn tesl anbormla,NO return
Mitogen stimulation test abnormal,mniotgen stmiulaltioi tesn baxormal,NO return
Mitogen stimulation test abnormal,mwitoget sttimulationad tekst abnhomal,NO return
Mitogen stimulation test abnormal,mgiytogen stizgmuwation ttst anorxal,NO return
Mitogen stimulation test abnormal,imtoen smtiulaton tets abnfomal,NO return
Mitogen stimulation test normal,imtgen ditimugation etest normlg,NO return
Mitogen stimulation test normal,mtiogne stomulacton etst nsmal,NO return
Mitogen stimulation test normal,mgtgen betimulaation tset oral,NO return
Mitogen stimulation test normal,mioen tulation ftest gnormxl,NO return
Mitogen stimulation test normal,mitdoge sptmisulation xest uromal,NO return
Mononeuropathy,monoeroaythy,NO return
Mononeuropathy,msnonetopahty,NO return
Mononeuropathy,mnneuriopatqhy,NO return
Mononeuropathy,mtnnoreuopathy,NO return
Mononeuropathy,onokzeurnopathy,NO return
Mycobacterial infection,mycynamcterial infehtieon,NO return
Mycobacterial infection,myobaceirial infctino,NO return
Mycobacterial infection,ycobacteinal nifetcion,NO return
Mycobacterial infection,mycwbaterisl ianfectivon,NO return
Mycobacterial infection,mqycovacthrial inffecthion,NO return
Neck injury,nck ijgnury,NO return
Tracheal operation,tayrcheal oepratin,NO return
Transferrin abnormal,rtwnsfedrin eabnnormal,NO return
Transferrin abnormal,transfrervnf abnomrl,NO return
Transferrin abnormal,tranefrrni banormla,NO return
Transferrin abnormal,rrasferri gbnomal,NO return
Transferrin abnormal,tarnsbeqrin bnogrmal,NO return
Tri-iodothyronine uptake abnormal,ti iodoqtronine uptjkz abnvreal,NO return
Tri-iodothyronine uptake abnormal,tir iozdfohtyronine upoaek abonvrmal,NO return
Tri-iodothyronine uptake abnormal,htri iodotyopine utaoke anbolmal,NO return
Tri-iodothyronine uptake abnormal,trbi iodothysrnie uptarv anborbal,NO return
Tri-iodothyronine uptake abnormal,trj iodothyrwione upcakq ikbnormal,NO return
Upper respiratory fungal infection,puper resiratohj fungy nifectiion,NO return
Upper respiratory fungal infection,uppre rpirtory fungbdl kinfectiot,NO return
Upper respiratory fungal infection,tupper resirxatoryb ugnal inbfecion,NO return
Upper respiratory fungal infection,pper resiraotrry pungl inftcion,NO return
Upper respiratory fungal infection,urpper respdrtoy fnhgal nfcetion,NO return
Ureteral neoplasm,uretael eneoplsm,NO return
Urine analysis abnormal,urnie unalfsis abnoraiml,NO return
Urine cannabinoids decreased,rine cannabnopis decresded,NO return
Urine cannabinoids decreased,xrine cannatgnoisd qecreapsed,NO return
Urine cannabinoids decreased,uline acsabinoids djreased,NO return
Urine cannabinoids decreased,utine cannabiyieoids decreaesdm,NO return
Urine cannabinoids decreased,uirne cafnsabinoiods decreacsde,NO return
Urine cannabinoids increased,yrine cnnainoid increadse,NO return
Urine cannabinoids increased,uline cangnablioids icerased,NO return
Urine cannabinoids increased,urie anaabinoijs icreeased,NO return
Urine cannabinoids increased,ruine anabinids ncreafed,NO return
Urine cannabinoids increased,urin cannanioid icnkcreased,NO return
Urine electrolytes,uhrine eecchrolytes,NO return
Urine electrolytes,utrine leectroletee,NO return
Urine electrolytes,uryne evwectrolyts,NO return
Urine electrolytes,uriny jelcetrolyhtes,NO return
Urine electrolytes,urpine leectfroytes,NO return
Urine electrolytes normal,wurine lecetrollytes norrl,NO return
Urine electrolytes normal,urin dletrolytxes unromal,NO return
Urine electrolytes normal,urwine exlcetrloytes onrml,NO return
